,text,
3,"【M4.5】EASTERN NEW GUINEA REG, PAPUA NEW GUINEA 174.3km 2019/10/26 02:32:22 JST
(G)https://t.co/O51iHn697d (USGS)https://t.co/JewTgfXTgw",0
0,"Md 3.4 earthquake (reviewed) occured at 2019-10-28T16:29:46 UTC, 68km N of Isabela, Puerto Rico https://t.co/5Bijvlayd1",1
1,"USGS reports a M3.4 #earthquake 67km N of San Antonio, Puerto Rico on 10/28/19 @ 16:29:46 UTC https://t.co/eR6cE62xsH #quake",1
2,"MD 3.4 (27 min ago)
7km 19.09°N 67.22°W
Oct 28, 2019 16:29:46 UTC
#earthquake",1
3,"Md 3.4 earthquake (reviewed) occured at 2019-10-28T16:29:46 UTC, 67km N of San Antonio, Puerto Rico https://t.co/5Bijvlayd1",1
4,"MD 2.8 (93 min ago)
12km 19.13°N 67.30°W
Oct 28, 2019 05:19:43 UTC
#earthquake",1
5,"MD 2.6 (302 min ago)
10km 19.08°N 67.43°W
Oct 27, 2019 16:09:08 UTC
#earthquake",1
6,"Md 3.17 earthquake (reviewed) occured at 2019-10-27T19:59:13 UTC, 65km NNW of San Antonio, Puerto Rico https://t.co/NJDiVGNCrZ",1
7,"MD 3.2 (20 min ago)
10km 19.08°N 67.27°W
Oct 27, 2019 19:59:13 UTC
#earthquake",1
8,"USGS reports a M3.17 #earthquake 68km NNW of San Antonio, Puerto Rico on 10/27/19 @ 19:59:13 UTC https://t.co/SQez8SVZ0s #quake",1
9,"Md 3.17 earthquake (reviewed) occured at 2019-10-27T19:59:13 UTC, 68km NNW of San Antonio, Puerto Rico https://t.co/NJDiVGNCrZ",1
10,"MD 2.5 (288 min ago)
24km 19.10°N 67.20°W
Oct 27, 2019 14:19:10 UTC
#earthquake",1
11,"MD 3.1 (315 min ago)
10km 19.04°N 67.28°W
Oct 27, 2019 13:51:41 UTC
#earthquake",1
12,"Mb 4.5 earthquake (reviewed) occured at 2019-10-27T13:48:41 UTC, 72km NNW of Isabela, Puerto Rico https://t.co/a1WsEAgkR1",1
13,"Mb 4.4 earthquake (reviewed) occured at 2019-10-27T13:29:47 UTC, 70km N of San Antonio, Puerto Rico https://t.co/ufStrYdaXE",1
14,"Mb 4.5 earthquake (reviewed) occured at 2019-10-27T13:48:42 UTC, 70km NNW of Isabela, Puerto Rico https://t.co/a1WsEAgkR1",1
15,"Ml 4.3 earthquake (REVIEWED) occured at 2019-10-27T13:48:44 UTC, 61km NNW of San Antonio, Puerto Rico https://t.co/Tw5LrYxqkp",1
16,"USGS reports a M4.3 #earthquake 61km NNW of San Antonio, Puerto Rico on 10/27/19 @ 13:48:44 UTC https://t.co/rDlvUyP8Ba #quake",1
17,"4.3 earthquake, 61km NNW of San Antonio, Puerto Rico. 2019-10-27 09:48:44 at epicenter (6m ago, depth 22km). https://t.co/MG7UejZYga",1
18,"USGS reports a M4.5 #earthquake 68km NNW of San Antonio, Puerto Rico on 10/27/19 @ 13:29:48 UTC https://t.co/Jtire27sAn #quake",1
19,"Mb 4.5 earthquake (reviewed) occured at 2019-10-27T13:29:48 UTC, 64km NNW of Isabela, Puerto Rico https://t.co/ufStrYdaXE",1
20,"4.4 earthquake, 64km NNW of Isabela, Puerto Rico. 2019-10-27 09:29:50 at epicenter (6m ago, depth 33km). https://t.co/Db2PUrWiR1",1
21,"4.4 earthquake, 64km NNW of Isabela, Puerto Rico. 2019-10-27 09:29:50 at epicenter (6m ago, depth 33km). https://t.co/0UdY7jIJkt",1
22,"Ml 4.4 earthquake (REVIEWED) occured at 2019-10-27T13:29:50 UTC, 64km NNW of Isabela, Puerto Rico https://t.co/S705X5RO5X",1
23,"MD 2.6 (150 min ago)
10km 19.10°N 67.24°W
Oct 26, 2019 20:57:23 UTC
#earthquake",1
24,"MD 2.9 (75 min ago)
28km 19.06°N 67.15°W
Oct 25, 2019 14:24:16 UTC
#earthquake",1
25,"MD 2.6 (230 min ago)
13km 19.08°N 67.25°W
Oct 24, 2019 08:11:09 UTC
#earthquake",1
26,"MD 2.7 (303 min ago)
39km 19.13°N 67.28°W
Oct 24, 2019 04:04:18 UTC
#earthquake",1
27,"MD 2.5 (348 min ago)
8km 19.05°N 67.20°W
Oct 24, 2019 03:18:40 UTC
#earthquake",1
28,"MD 3.0 (35 min ago)
7km 19.14°N 67.17°W
Oct 24, 2019 05:45:42 UTC
#earthquake",1
29,"Md 2.97 earthquake (reviewed) occured at 2019-10-24T05:45:42 UTC, 72km NNW of Isabela, Puerto Rico https://t.co/XVr5m46z58",1
30,"MD 2.8 (271 min ago)
13km 19.10°N 67.22°W
Oct 22, 2019 07:15:58 UTC
#earthquake",1
31,"MD 3.0 (127 min ago)
22km 19.09°N 67.23°W
Oct 22, 2019 01:18:31 UTC
#earthquake",1
32,"USGS reports a M2.89 #earthquake 76km NNW of San Antonio, Puerto Rico on 10/21/19 @ 23:27:51 UTC https://t.co/7bhQAaVRpV #quake",1
33,"MD 2.9 (17 min ago)
10km 19.14°N 67.35°W
Oct 21, 2019 23:27:51 UTC
#earthquake",1
34,"Md 2.89 earthquake (reviewed) occured at 2019-10-21T23:27:51 UTC, 76km NNW of San Antonio, Puerto Rico https://t.co/yHgvv96KCT",1
35,"MD 2.8 (210 min ago)
15km 19.13°N 67.28°W
Oct 21, 2019 06:21:18 UTC
#earthquake",1
36,"MD 2.9 (319 min ago)
8km 19.05°N 67.17°W
Oct 20, 2019 04:30:15 UTC
#earthquake",1
0,😊 (@ BanReservas in Higuey) https://t.co/WNKav6WYNB,0
0,"USGS reports a M4.7 #earthquake 89km SW of Puerto Madero, Mexico on 10/27/19 @ 18:39:22 UTC https://t.co/5dvzox3RBb #quake",1
1,"Mb 4.7 earthquake (reviewed) occured at 2019-10-27T18:39:22 UTC, 89km SW of Puerto Madero, Mexico https://t.co/sOQrw96WGE",1
2,"M4.7 OFFSHORE CHIAPAS, MEXICO Depth 10.0km Oct 27, 2019 18:39:22 UTC, Oct 27, 2019 12:39:22 at epicenter https://t.co/RATQB99lT0",1
3,"【M4.7】OFFSHORE CHIAPAS, MEXICO 10.0km 2019/10/28 03:39:22JST, 2019/10/27 18:39:22UTC
(G)https://t.co/hwu3ii2YWJ (US… https://t.co/HcE4gEEv19",1
4,"【M4.9】OFFSHORE CHIAPAS, MEXICO Depth 10km Oct 27, 2019 18:39:24 UTC (G)https://t.co/PzehWcC832 (EMSC)https://t.co/BLSrzsEHVy",1
5,"M 4.9 (12 min ago)
10km 14.27°N 92.98°W
Oct 27, 2019 18:39:24 UTC
#earthquake",1
6,"M 4.0 (251 min ago)
6km 14.16°N 93.03°W
Oct 23, 2019 20:58:26 UTC
#earthquake",1
0,"USGS reports a M5.2 #earthquake 15km S of Damai, China on 10/27/19 @ 17:56:48 UTC https://t.co/fGageJIwbP #quake",1
1,"A 5.2 magnitude earthquake occurred 9.32mi S of Damai, China. Details: https://t.co/RbSpGE477B Map: https://t.co/mKkNlsa8V3",1
2,"Mww 5.2 earthquake (reviewed) occured at 2019-10-27T17:56:48 UTC, 15km S of Damai, China https://t.co/vNYGsc9WAs",1
3,"5.2 earthquake, 15km S of Damai, China. 2019-10-28 01:56:48 at epicenter (15m ago, depth 10km). https://t.co/3DP13L0Nlt",1
